URL: /
Timestamp: Sat Feb 17 2024 14:47:15 GMT-0500 (Eastern Standard Time)

URL: /favicon.ico
Timestamp: Sat Feb 17 2024 14:47:15 GMT-0500 (Eastern Standard Time)

URL: /
Timestamp: Sat Feb 17 2024 15:09:21 GMT-0500 (Eastern Standard Time)

URL: /favicon.ico
Timestamp: Sat Feb 17 2024 15:09:22 GMT-0500 (Eastern Standard Time)

URL: /documentation
Timestamp: Sat Feb 17 2024 15:09:29 GMT-0500 (Eastern Standard Time)

URL: /favicon.ico
Timestamp: Sat Feb 17 2024 15:09:29 GMT-0500 (Eastern Standard Time)

::1 - - [25/Apr/2024:01:20:24 +0000] "GET /movies/Fearless HTTP/1.1" 500 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:20:30 +0000] "GET /movies/ HTTP/1.1" 200 4630 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:24:51 +0000] "GET /movies/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:24:54 +0000] "GET /movies/Fearless HTTP/1.1" 500 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:26:19 +0000] "GET /movies/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:26:24 +0000] "GET /movies/Fearless/director HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:29:17 +0000] "GET /movies/Fearless HTTP/1.1" 500 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:29:27 +0000] "GET /movies/Fearless HTTP/1.1" 500 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:29:27 +0000] "GET /movies/Fearless HTTP/1.1" 500 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:38:05 +0000] "GET /users/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:38:24 +0000] "GET /users/ HTTP/1.1" 200 127 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:41:19 +0000] "GET /users/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:41:21 +0000] "GET /users/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:41:22 +0000] "GET /users/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:01:41:28 +0000] "GET /users/annie HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:02:01:13 +0000] "GET /users/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:02:01:20 +0000] "GET /movies/Fearless HTTP/1.1" 500 16 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:02:01:44 +0000] "GET /movies/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:02:01:52 +0000] "GET /movies/Inception HTTP/1.1" 500 16 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [25/Apr/2024:02:01:58 +0000] "GET /movies/Inception/director HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
